"","project_id","bug_id","target_class","execution_id","objective","objective_type","called","activated","useful","ff_eval"
"904006","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone$Stub.readObject(Ljava/io/ObjectInputStream;)V: Line 1316","Line",241630,226992,0,"117134"
"904007","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.setProvider0(Lorg/joda/time/tz/Provider;)V: I3 Branch 37 IFNONNULL L440 - false","Branch",36,0,0,"771"
"904008","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getDefaultProvider()Lorg/joda/time/tz/Provider;: Line 490","Line",19923,17863,0,"117134"
"904009","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.setDefault(Lorg/joda/time/DateTimeZone;)V: I19 Branch 7 IFNONNULL L179 - false","Branch",173,0,0,"1783"
"904010","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getDefaultProvider()Lorg/joda/time/tz/Provider;: Line 488","Line",19900,17795,0,"117147"
"904011","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getDefaultProvider()Lorg/joda/time/tz/Provider;: Line 489","Line",19900,17795,0,"117147"
"904012","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.fixedOffsetZone(Ljava/lang/String;I)Lorg/joda/time/DateTimeZone;: I3 Branch 32 IFNE L374 - false","Branch",35,0,0,"527"
"904013","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.setProvider(Lorg/joda/time/tz/Provider;)V: I7 Branch 36 IFNULL L427 - false","Branch",17714,16293,0,"117134"
"904014","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getOffsetFromLocal(J)I: I29 Branch 65 IFGE L915 - false","Branch",14476,12195,389,"75274"
"904015","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.setProvider(Lorg/joda/time/tz/Provider;)V: Line 431","Line",36,0,0,"41"
"904016","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.setProvider(Lorg/joda/time/tz/Provider;)V: Line 430","Line",36,0,0,"41"
"904017","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getDefaultProvider()Lorg/joda/time/tz/Provider;: Line 498","Line",36,0,0,"41"
"904018","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone$Stub.readResolve()Ljava/lang/Object;: root-Branch","Branch",241630,226992,0,"117134"
"904019","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.setProvider(Lorg/joda/time/tz/Provider;)V: I7 Branch 36 IFNULL L427 - true","Branch",36,0,0,"3484"
"904020","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.setProvider(Lorg/joda/time/tz/Provider;)V: Line 427","Line",36,0,0,"41"
"904021","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.adjustOffset(JZ)J: I89 Branch 89 IFEQ L1211 - false","Branch",2130,1306,0,"35206"
"904022","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.setProvider(Lorg/joda/time/tz/Provider;)V: Line 426","Line",36,0,0,"41"
"904023","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getDefaultProvider()Lorg/joda/time/tz/Provider;: Line 494","Line",36,0,0,"41"
"904024","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getName(JLjava/util/Locale;)Ljava/lang/String;: I17 Branch 60 IFNONNULL L813 - false","Branch",27,0,0,"1729"
"904025","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.convertUTCToLocal(J)J: I27 Branch 71 IFLT L952 - true","Branch",153,0,0,"1013"
"904026","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone$1.withZone(Lorg/joda/time/DateTimeZone;)Lorg/joda/time/Chronology;: root-Branch","Branch",241630,226992,0,"117134"
"904027","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.forID(Ljava/lang/String;)Lorg/joda/time/DateTimeZone;: I3 Branch 8 IFNONNULL L205 - false","Branch",17,0,0,"1464"
"904028","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.toTimeZone()Ljava/util/TimeZone;: root-Branch","Branch",5766,0,0,"4042"
"904029","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getName(JLjava/util/Locale;)Ljava/lang/String;: I35 Branch 61 IFNULL L817 - false","Branch",80413,74935,499,"117134"
"904030","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.setNameProvider(Lorg/joda/time/tz/NameProvider;)V: I7 Branch 46 IFNULL L526 - false","Branch",43443,40943,0,"117134"
"904031","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.convertUTCToLocal(J)J: I27 Branch 71 IFLT L952 - false","Branch",14532,13233,0,"40122"
"904032","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.setDefault(Lorg/joda/time/DateTimeZone;)V: I7 Branch 6 IFNULL L176 - false","Branch",15227,13777,1618,"117134"
"904033","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.isLocalDateTimeGap(Lorg/joda/time/LocalDateTime;)Z: I4 Branch 84 IFEQ L1168 - true","Branch",2871,54,0,"7232"
"904034","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.fixedOffsetZone(Ljava/lang/String;I)Lorg/joda/time/DateTimeZone;: I28 Branch 34 IFNULL L382 - false","Branch",37,0,0,"3727"
"904035","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getDefaultNameProvider()Lorg/joda/time/tz/NameProvider;: I54 Branch 49 IFNONNULL L569 - true","Branch",38329,35579,0,"117134"
"904036","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.isLocalDateTimeGap(Lorg/joda/time/LocalDateTime;)Z: Line 1168","Line",117,0,0,"84"
"904037","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.forTimeZone(Ljava/util/TimeZone;)Lorg/joda/time/DateTimeZone;: Line 354","Line",113,0,0,"750"
"904038","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.isLocalDateTimeGap(Lorg/joda/time/LocalDateTime;)Z: Line 1175","Line",40416,36963,0,"110002"
"904039","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.isLocalDateTimeGap(Lorg/joda/time/LocalDateTime;)Z: Line 1174","Line",40416,36963,0,"110002"
"904040","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.forTimeZone(Ljava/util/TimeZone;)Lorg/joda/time/DateTimeZone;: I98 Branch 31 IFNE L354 - false","Branch",15456,13954,919,"96993"
"904041","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getDefaultNameProvider()Lorg/joda/time/tz/NameProvider;: I54 Branch 49 IFNONNULL L569 - false","Branch",702,0,0,"2016"
"904042","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getOffsetFromLocal(J)I: I23 Branch 64 IF_ICMPEQ L912 - true","Branch",11414,0,0,"10572"
"904043","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone$Stub.writeObject(Ljava/io/ObjectOutputStream;)V: Line 1313","Line",241630,226992,0,"117134"
"904044","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone$Stub.writeObject(Ljava/io/ObjectOutputStream;)V: Line 1312","Line",241630,226992,0,"117134"
"904045","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.forOffsetHoursMinutes(II)Lorg/joda/time/DateTimeZone;: I92 Branch 20 IFGE L285 - false","Branch",204,0,0,"909"
"904046","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getDefault()Lorg/joda/time/DateTimeZone;: I21 Branch 2 IFNONNULL L138 - true","Branch",63132,59639,0,"117134"
"904047","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.convertLocalToUTC(JZ)J: I79 Branch 79 IFEQ L1019 - true","Branch",28811,25966,7756,"89049"
"904048","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.forID(Ljava/lang/String;)Lorg/joda/time/DateTimeZone;: I13 Branch 9 IFLE L208 - false","Branch",34,0,0,"364"
"904049","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getOffsetFromLocal(J)I: I23 Branch 64 IF_ICMPEQ L912 - false","Branch",23035,11244,430,"43185"
"904050","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getOffsetFromLocal(J)I: I94 Branch 69 IFGT L930 - false","Branch",5882,3773,0,"22504"
"904051","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getDefault()Lorg/joda/time/DateTimeZone;: Line 146","Line",1309,0,0,"3074"
"904052","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.convertLocalToUTC(JZ)J: I23 Branch 74 IFNE L1007 - true","Branch",14777,10516,0,"28398"
"904053","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getDefault()Lorg/joda/time/DateTimeZone;: Line 152","Line",63132,59639,0,"117134"
"904054","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.isLocalDateTimeGap(Lorg/joda/time/LocalDateTime;)Z: I4 Branch 84 IFEQ L1168 - false","Branch",117,0,0,"1697"
"904055","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.setProvider0(Lorg/joda/time/tz/Provider;)V: I19 Branch 39 IFNE L444 - false","Branch",7580,6712,10,"117147"
"904056","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.hashCode()I: Line 1273","Line",898,0,0,"479"
"904057","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone$Stub.readObject(Ljava/io/ObjectInputStream;)V: root-Branch","Branch",241630,226992,0,"117134"
"904058","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.convertLocalToUTC(JZ)J: I79 Branch 79 IFEQ L1019 - false","Branch",28811,25966,7756,"89049"
"904059","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.adjustOffset(JZ)J: I101 Branch 90 IFEQ L1214 - false","Branch",9,0,0,"593"
"904060","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.forOffsetHoursMinutes(II)Lorg/joda/time/DateTimeZone;: I5 Branch 15 IFNE L273 - false","Branch",1,0,0,"349"
"904061","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getOffsetFromLocal(J)I: I50 Branch 66 IFEQ L921 - true","Branch",10354,9379,0,"58611"
"904062","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.forOffsetHoursMinutes(II)Lorg/joda/time/DateTimeZone;: I5 Branch 15 IFNE L273 - true","Branch",29,0,0,"366"
"904063","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getOffsetFromLocal(J)I: I50 Branch 66 IFEQ L921 - false","Branch",2850,1875,0,"38127"
"904064","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.convertLocalToUTC(JZ)J: I114 Branch 81 IFGE L1034 - false","Branch",11233,7914,0,"26528"
"904065","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.adjustOffset(JZ)J: I89 Branch 89 IFEQ L1211 - true","Branch",2130,1306,0,"35206"
"904066","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.forTimeZone(Ljava/util/TimeZone;)Lorg/joda/time/DateTimeZone;: I55 Branch 27 IFNULL L344 - true","Branch",1,0,0,"14013"
"904067","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone$1.withZone(Lorg/joda/time/DateTimeZone;)Lorg/joda/time/Chronology;: Line 637","Line",241630,226992,0,"117134"
"904068","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.forTimeZone(Ljava/util/TimeZone;)Lorg/joda/time/DateTimeZone;: I80 Branch 30 IFLE L351 - false","Branch",1,0,0,"2343"
"904069","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.fixedOffsetZone(Ljava/lang/String;I)Lorg/joda/time/DateTimeZone;: I38 Branch 35 IFNULL L384 - true","Branch",20204,18722,207,"117134"
"904070","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.fixedOffsetZone(Ljava/lang/String;I)Lorg/joda/time/DateTimeZone;: I38 Branch 35 IFNULL L384 - false","Branch",37,0,0,"3727"
"904071","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.printOffset(I)Ljava/lang/String;: I112 Branch 53 IFNE L680 - false","Branch",303,0,0,"4091"
"904072","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.adjustOffset(JZ)J: I85 Branch 88 IFLT L1209 - true","Branch",1685,1284,2,"37722"
"904073","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getDefault()Lorg/joda/time/DateTimeZone;: I64 Branch 5 IFNONNULL L155 - false","Branch",63132,59639,0,"117134"
"904074","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.forID(Ljava/lang/String;)Lorg/joda/time/DateTimeZone;: I55 Branch 13 IFNE L217 - true","Branch",6,0,0,"203"
"904075","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getOffsetFromLocal(J)I: I73 Branch 68 IFGE L927 - true","Branch",1350,0,0,"9085"
"904076","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.convertLocalToUTC(JZ)J: I25 Branch 75 IFGE L1007 - true","Branch",2702,0,0,"9776"
"904077","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.forOffsetMillis(I)Lorg/joda/time/DateTimeZone;: I7 Branch 22 IF_ICMPLE L304 - false","Branch",423,0,0,"3241"
"904078","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone$1.toString()Ljava/lang/String;: Line 640","Line",241630,226992,43213,"117134"
"904079","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getDefault()Lorg/joda/time/DateTimeZone;: I49 Branch 4 IFNONNULL L149 - false","Branch",1309,0,0,"3072"
"904080","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.fixedOffsetZone(Ljava/lang/String;I)Lorg/joda/time/DateTimeZone;: I11 Branch 33 IFNONNULL L377 - true","Branch",10,0,0,"7883"
"904081","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getShortName(JLjava/util/Locale;)Ljava/lang/String;: I35 Branch 58 IFNULL L777 - false","Branch",78111,73206,1238,"117134"
"904082","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.convertLocalToUTC(JZ)J: I19 Branch 73 IF_ICMPEQ L1003 - false","Branch",14765,10686,0,"29209"
"904083","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.hashCode()I: root-Branch","Branch",898,0,0,"3299"
"904084","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.forOffsetHoursMinutes(II)Lorg/joda/time/DateTimeZone;: Line 291","Line",66366,62227,8866,"117140"
"904085","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.forOffsetHoursMinutes(II)Lorg/joda/time/DateTimeZone;: Line 292","Line",66366,62227,8866,"117140"
"904086","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.convertLocalToUTC(JZ)J: I43 Branch 76 IFNE L1010 - false","Branch",2320,0,0,"8395"
"904087","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.forID(Ljava/lang/String;)Lorg/joda/time/DateTimeZone;: I43 Branch 12 IFLE L215 - false","Branch",63,0,0,"1100"
"904088","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.forTimeZone(Ljava/util/TimeZone;)Lorg/joda/time/DateTimeZone;: I3 Branch 23 IFNONNULL L327 - false","Branch",79,0,0,"1313"
"904089","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getMillisKeepLocal(Lorg/joda/time/DateTimeZone;J)J: I3 Branch 82 IFNONNULL L1051 - false","Branch",141,0,0,"436"
"904090","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.convertLocalToUTC(JZ)J: I23 Branch 74 IFNE L1007 - false","Branch",15298,11037,0,"30923"
"904091","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.convertLocalToUTC(JZ)J: I75 Branch 78 IFEQ L1017 - false","Branch",28811,25966,7756,"89049"
"904092","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.forOffsetHoursMinutes(II)Lorg/joda/time/DateTimeZone;: I48 Branch 18 IFLT L279 - true","Branch",7,0,0,"726"
"904093","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.setProvider0(Lorg/joda/time/tz/Provider;)V: I79 Branch 42 IFNE L451 - false","Branch",17691,16181,2076,"117147"
"904094","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.<init>(Ljava/lang/String;)V: I7 Branch 55 IFNONNULL L715 - false","Branch",147363,138897,1,"117134"
"904095","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.setProvider0(Lorg/joda/time/tz/Provider;)V: Line 443","Line",36,0,0,"41"
"904096","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.setProvider0(Lorg/joda/time/tz/Provider;)V: Line 444","Line",36,0,0,"41"
"904097","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.setProvider0(Lorg/joda/time/tz/Provider;)V: I51 Branch 41 IFNE L448 - false","Branch",17691,16181,2096,"117147"
"904098","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getDefaultNameProvider()Lorg/joda/time/tz/NameProvider;: Line 573","Line",702,0,0,"420"
"904099","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.setProvider0(Lorg/joda/time/tz/Provider;)V: Line 440","Line",36,0,0,"41"
"904100","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.adjustOffset(JZ)J: I31 Branch 85 IFGT L1194 - true","Branch",21388,18102,0,"45099"
"904101","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getDefaultNameProvider()Lorg/joda/time/tz/NameProvider;: Line 569","Line",702,0,0,"420"
"904102","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getDefaultNameProvider()Lorg/joda/time/tz/NameProvider;: Line 565","Line",37628,35145,0,"116811"
"904103","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone$Stub.readResolve()Ljava/lang/Object;: Line 1320","Line",241630,226992,0,"117134"
"904104","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.setProvider0(Lorg/joda/time/tz/Provider;)V: I16 Branch 38 IFNULL L444 - true","Branch",17714,16293,2114,"117134"
"904105","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getDefaultProvider()Lorg/joda/time/tz/Provider;: I14 Branch 43 IFNULL L473 - false","Branch",19936,17863,0,"117130"
"904106","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getDefaultNameProvider()Lorg/joda/time/tz/NameProvider;: Line 557","Line",702,0,0,"420"
"904107","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.forTimeZone(Ljava/util/TimeZone;)Lorg/joda/time/DateTimeZone;: I63 Branch 28 IFNONNULL L349 - true","Branch",2127,0,0,"5243"
"904108","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getDefaultNameProvider()Lorg/joda/time/tz/NameProvider;: Line 556","Line",702,0,0,"420"
"904109","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getDefaultProvider()Lorg/joda/time/tz/Provider;: I14 Branch 43 IFNULL L473 - true","Branch",36,0,0,"41"
"904110","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone$1.toString()Ljava/lang/String;: root-Branch","Branch",241630,226992,43236,"117130"
"904111","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getDefaultNameProvider()Lorg/joda/time/tz/NameProvider;: I12 Branch 48 IFNULL L557 - false","Branch",38330,35579,0,"117130"
"904112","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getDefaultNameProvider()Lorg/joda/time/tz/NameProvider;: Line 554","Line",702,0,0,"420"
"904113","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.convertLocalToUTC(JZJ)J: I23 Branch 72 IF_ICMPNE L979 - true","Branch",727,0,0,"3875"
"904114","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.forOffsetHoursMinutes(II)Lorg/joda/time/DateTimeZone;: I3 Branch 14 IFNE L273 - false","Branch",1,0,0,"429"
"904115","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.isStandardOffset(J)Z: I8 Branch 63 IF_ICMPNE L869 - true","Branch",5605,3189,0,"16058"
"904116","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone$Stub.writeObject(Ljava/io/ObjectOutputStream;)V: root-Branch","Branch",241630,226992,0,"117130"
"904117","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.forOffsetHoursMinutes(II)Lorg/joda/time/DateTimeZone;: I51 Branch 19 IF_ICMPLE L279 - false","Branch",11,0,0,"510"
"904118","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.setProvider0(Lorg/joda/time/tz/Provider;)V: I45 Branch 40 IFLE L448 - true","Branch",17691,16181,2059,"117147"
"904119","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getOffsetFromLocal(J)I: Line 910","Line",11414,0,0,"5524"
"904120","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getOffsetFromLocal(J)I: I61 Branch 67 IFLT L925 - true","Branch",1348,0,0,"6637"
"904121","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getOffsetFromLocal(J)I: Line 909","Line",11414,0,0,"5524"
"904122","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.forTimeZone(Ljava/util/TimeZone;)Lorg/joda/time/DateTimeZone;: I75 Branch 29 IFGT L351 - true","Branch",16,0,0,"2498"
"904123","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getOffsetFromLocal(J)I: Line 912","Line",11414,0,0,"5524"
"904124","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getOffset(Lorg/joda/time/ReadableInstant;)I: I3 Branch 62 IFNONNULL L838 - false","Branch",4,0,0,"132"
"904125","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.toTimeZone()Ljava/util/TimeZone;: Line 1256","Line",5766,0,0,"2829"
"904126","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getOffsetFromLocal(J)I: Line 907","Line",11414,0,0,"5524"
"904127","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getOffsetFromLocal(J)I: I29 Branch 65 IFGE L915 - true","Branch",11626,9345,368,"37378"
"904128","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getDefaultProvider()Lorg/joda/time/tz/Provider;: Line 468","Line",36,0,0,"41"
"904129","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getDefaultProvider()Lorg/joda/time/tz/Provider;: I92 Branch 45 IFNONNULL L494 - true","Branch",36,0,0,"771"
"904130","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getDefaultProvider()Lorg/joda/time/tz/Provider;: I56 Branch 44 IFNONNULL L485 - true","Branch",19923,17863,0,"117134"
"904131","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.setNameProvider0(Lorg/joda/time/tz/NameProvider;)V: I3 Branch 47 IFNONNULL L539 - false","Branch",113,0,0,"2016"
"904132","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.adjustOffset(JZ)J: I65 Branch 86 IFLT L1203 - true","Branch",22094,18651,0,"60506"
"904133","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.convertLocalToUTC(JZ)J: I65 Branch 77 IFNE L1014 - false","Branch",2320,0,0,"8394"
"904134","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.adjustOffset(JZ)J: I65 Branch 86 IFLT L1203 - false","Branch",21392,17949,0,"45100"
"904135","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getDefaultNameProvider()Lorg/joda/time/tz/NameProvider;: I12 Branch 48 IFNULL L557 - true","Branch",702,0,0,"420"
"904136","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.convertLocalToUTC(JZ)J: I25 Branch 75 IFGE L1007 - false","Branch",521,0,0,"2824"
"904137","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.setProvider0(Lorg/joda/time/tz/Provider;)V: I16 Branch 38 IFNULL L444 - false","Branch",36,0,0,"3484"
"904138","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getDefaultProvider()Lorg/joda/time/tz/Provider;: I56 Branch 44 IFNONNULL L485 - false","Branch",36,0,0,"41"
"904139","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.forOffsetMillis(I)Lorg/joda/time/DateTimeZone;: I4 Branch 21 IF_ICMPLT L304 - true","Branch",45,0,0,"1620"
"904140","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getDefaultProvider()Lorg/joda/time/tz/Provider;: Line 472","Line",36,0,0,"41"
"904141","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.adjustOffset(JZ)J: I69 Branch 87 IFLT L1203 - true","Branch",1557,1156,0,"37722"
"904142","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getDefaultProvider()Lorg/joda/time/tz/Provider;: Line 473","Line",36,0,0,"41"
"904143","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.forTimeZone(Ljava/util/TimeZone;)Lorg/joda/time/DateTimeZone;: I63 Branch 28 IFNONNULL L349 - false","Branch",1,0,0,"14012"
"904144","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.convertUTCToLocal(J)J: I20 Branch 70 IFGE L952 - false","Branch",153,0,0,"1017"
"904145","Time",8,"org.joda.time.DateTimeZone",11,"org.joda.time.DateTimeZone.getDefaultProvider()Lorg/joda/time/tz/Provider;: Line 471","Line",36,0,0,"41"
